agency,site,date,discharge_cfs,height_ft
USGS,6719505,2013-09-14 18:15,6.02,822
USGS,6719505,2013-09-14 18:30,6.03,829
USGS,6719505,2013-09-14 18:45,6.03,829
USGS,6719505,2013-09-14 19:00,6.04,836
USGS,6719505,2013-09-14 19:15,6.04,836
USGS,6719505,2013-09-14 19:30,6.03,829
USGS,6719505,2013-09-14 19:45,6.02,822
USGS,6719505,2013-09-14 20:00,6.05,843
USGS,6719505,2013-09-14 20:15,6.04,836
USGS,6719505,2013-09-14 20:30,6.02,822
USGS,6719505,2013-09-14 20:45,6.02,822
USGS,6719505,2013-09-14 21:00,6.03,829
USGS,6719505,2013-09-14 21:15,6.02,822
USGS,6719505,2013-09-14 21:30,6.02,822
USGS,6719505,2013-09-14 21:45,6.02,822
USGS,6719505,2013-09-14 22:00,6.01,815
USGS,6719505,2013-09-14 22:15,6.01,815
USGS,6719505,2013-09-14 22:30,6,808
USGS,6719505,2013-09-14 22:45,6.02,822
USGS,6719505,2013-09-14 23:00,6,808
USGS,6719505,2013-09-14 23:15,5.99,802
USGS,6719505,2013-09-14 23:30,5.98,795
USGS,6719505,2013-09-14 23:45,5.98,795
USGS,6719505,2013-09-15 00:00,5.98,795
USGS,6719505,2013-09-15 00:15,5.97,788
USGS,6719505,2013-09-15 00:30,5.98,795
USGS,6719505,2013-09-15 00:45,5.97,788
USGS,6719505,2013-09-15 01:00,5.97,788
USGS,6719505,2013-09-15 01:15,5.96,782
USGS,6719505,2013-09-15 01:30,5.97,788
USGS,6719505,2013-09-15 01:45,5.97,788
USGS,6719505,2013-09-15 02:00,5.96,782
USGS,6719505,2013-09-15 02:15,5.95,775
USGS,6719505,2013-09-15 02:30,5.96,782
USGS,6719505,2013-09-15 02:45,5.94,769
USGS,6719505,2013-09-15 03:00,5.94,769
USGS,6719505,2013-09-15 03:15,5.96,782
USGS,6719505,2013-09-15 03:30,5.93,762
USGS,6719505,2013-09-15 03:45,5.93,762
USGS,6719505,2013-09-15 04:00,5.91,750
USGS,6719505,2013-09-15 04:15,5.92,756
USGS,6719505,2013-09-15 04:30,5.92,756
USGS,6719505,2013-09-15 04:45,5.91,750
USGS,6719505,2013-09-15 05:00,5.92,756
USGS,6719505,2013-09-15 05:15,5.91,750
USGS,6719505,2013-09-15 05:30,5.91,750
USGS,6719505,2013-09-15 05:45,5.92,756
USGS,6719505,2013-09-15 06:00,5.91,750
USGS,6719505,2013-09-15 06:15,5.9,743
USGS,6719505,2013-09-15 06:30,5.91,750
USGS,6719505,2013-09-15 06:45,5.91,750
USGS,6719505,2013-09-15 07:00,5.9,743
USGS,6719505,2013-09-15 07:15,5.91,750
USGS,6719505,2013-09-15 07:30,5.89,737
USGS,6719505,2013-09-15 07:45,5.9,743
USGS,6719505,2013-09-15 08:00,5.87,725
USGS,6719505,2013-09-15 08:15,5.9,743
USGS,6719505,2013-09-15 08:30,5.9,743
USGS,6719505,2013-09-15 08:45,5.9,743
USGS,6719505,2013-09-15 09:00,5.91,750
USGS,6719505,2013-09-15 09:15,5.9,743
USGS,6719505,2013-09-15 09:30,5.89,737
USGS,6719505,2013-09-15 09:45,5.89,737
