"agency","site_num","discharge_cfs","height_ft","date","day","time","gid"
"USGS","6730500","4090.0","7.32","2013-09-13 11:30","13","11:30","431"
"USGS","6730500","4070.0","7.31","2013-09-13 11:45","13","11:45","432"
"USGS","6730500","4050.0","7.29","2013-09-13 12:00","13","12:00","433"
"USGS","6730500","4010.0","7.26","2013-09-13 12:15","13","12:15","434"
"USGS","6730500","3960.0","7.23","2013-09-13 12:30","13","12:30","435"
"USGS","6730500","3940.0","7.21","2013-09-13 12:45","13","12:45","436"
"USGS","6730500","3910.0","7.19","2013-09-13 13:00","13","13:00","437"
"USGS","6730500","3870.0","7.16","2013-09-13 13:15","13","13:15","438"
"USGS","6730500","3860.0","7.15","2013-09-13 13:30","13","13:30","439"
"USGS","6730500","3840.0","7.14","2013-09-13 13:45","13","13:45","440"
"USGS","6730500","3830.0","7.13","2013-09-13 14:00","13","14:00","441"
"USGS","6730500","3820.0","7.12","2013-09-13 14:15","13","14:15","442"
"USGS","6730500","3830.0","7.13","2013-09-13 14:30","13","14:30","443"
"USGS","6730500","3830.0","7.13","2013-09-13 14:45","13","14:45","444"
"USGS","6730500","3800.0","7.11","2013-09-13 15:00","13","15:00","445"
"USGS","6730500","3780.0","7.09","2013-09-13 15:15","13","15:15","446"
"USGS","6730500","3720.0","7.05","2013-09-13 15:30","13","15:30","447"
"USGS","6730500","3680.0","7.02","2013-09-13 15:45","13","15:45","448"
"USGS","6730500","3660.0","7.00","2013-09-13 16:00","13","16:00","449"
"USGS","6730500","3610.0","6.96","2013-09-13 16:15","13","16:15","450"
"USGS","6730500","3570.0","6.93","2013-09-13 16:30","13","16:30","451"
"USGS","6730500","3540.0","6.91","2013-09-13 16:45","13","16:45","452"
"USGS","6730500","3530.0","6.90","2013-09-13 17:00","13","17:00","453"
"USGS","6730500","3500.0","6.88","2013-09-13 17:15","13","17:15","454"
"USGS","6730500","3480.0","6.86","2013-09-13 17:30","13","17:30","455"
"USGS","6730500","3450.0","6.84","2013-09-13 17:45","13","17:45","456"
"USGS","6730500","3440.0","6.83","2013-09-13 18:00","13","18:00","457"
"USGS","6730500","3400.0","6.80","2013-09-13 18:15","13","18:15","458"
"USGS","6730500","3390.0","6.79","2013-09-13 18:30","13","18:30","459"
"USGS","6730500","3370.0","6.77","2013-09-13 18:45","13","18:45","460"
"USGS","6730500","3350.0","6.76","2013-09-13 19:00","13","19:00","461"
"USGS","6730500","3340.0","6.75","2013-09-13 19:15","13","19:15","462"
"USGS","6730500","3340.0","6.75","2013-09-13 19:30","13","19:30","463"
"USGS","6730500","3340.0","6.75","2013-09-13 19:45","13","19:45","464"
"USGS","6730500","3340.0","6.75","2013-09-13 20:00","13","20:00","465"
"USGS","6730500","3330.0","6.74","2013-09-13 20:15","13","20:15","466"
"USGS","6730500","3320.0","6.73","2013-09-13 20:30","13","20:30","467"
"USGS","6730500","3320.0","6.73","2013-09-13 20:45","13","20:45","468"
"USGS","6730500","3290.0","6.71","2013-09-13 21:00","13","21:00","469"
"USGS","6730500","3270.0","6.69","2013-09-13 21:15","13","21:15","470"
"USGS","6730500","3240.0","6.67","2013-09-13 21:30","13","21:30","471"
"USGS","6730500","3230.0","6.66","2013-09-13 21:45","13","21:45","472"
"USGS","6730500","3210.0","6.64","2013-09-13 22:00","13","22:00","473"
"USGS","6730500","3190.0","6.63","2013-09-13 22:15","13","22:15","474"
"USGS","6730500","3190.0","6.63","2013-09-13 22:30","13","22:30","475"
"USGS","6730500","3180.0","6.62","2013-09-13 22:45","13","22:45","476"
"USGS","6730500","3170.0","6.61","2013-09-13 23:00","13","23:00","477"
"USGS","6730500","3160.0","6.60","2013-09-13 23:15","13","23:15","478"
"USGS","6730500","3160.0","6.60","2013-09-13 23:30","13","23:30","479"
"USGS","6730500","3150.0","6.59","2013-09-13 23:45","13","23:45","480"
"USGS","6730500","3150.0","6.59","2013-09-14 00:00","14","00:00","481"
"USGS","6730500","3150.0","6.59","2013-09-14 00:15","14","00:15","482"
"USGS","6730500","3130.0","6.58","2013-09-14 00:30","14","00:30","483"
"USGS","6730500","3130.0","6.58","2013-09-14 00:45","14","00:45","484"
"USGS","6730500","3130.0","6.58","2013-09-14 01:00","14","01:00","485"
"USGS","6730500","3130.0","6.58","2013-09-14 01:15","14","01:15","486"
"USGS","6730500","3130.0","6.58","2013-09-14 01:30","14","01:30","487"
"USGS","6730500","3120.0","6.57","2013-09-14 01:45","14","01:45","488"
"USGS","6730500","3120.0","6.57","2013-09-14 02:00","14","02:00","489"
"USGS","6730500","3120.0","6.57","2013-09-14 02:15","14","02:15","490"
"USGS","6730500","3120.0","6.57","2013-09-14 02:30","14","02:30","491"
"USGS","6730500","3110.0","6.56","2013-09-14 02:45","14","02:45","492"
"USGS","6730500","3110.0","6.56","2013-09-14 03:00","14","03:00","493"
"USGS","6730500","3110.0","6.56","2013-09-14 03:15","14","03:15","494"
"USGS","6730500","3110.0","6.56","2013-09-14 03:30","14","03:30","495"
"USGS","6730500","3100.0","6.55","2013-09-14 03:45","14","03:45","496"
"USGS","6730500","3100.0","6.55","2013-09-14 04:00","14","04:00","497"
"USGS","6730500","3100.0","6.55","2013-09-14 04:15","14","04:15","498"
"USGS","6730500","3100.0","6.55","2013-09-14 04:30","14","04:30","499"
"USGS","6730500","3090.0","6.54","2013-09-14 04:45","14","04:45","500"
"USGS","6730500","3090.0","6.54","2013-09-14 05:00","14","05:00","501"
"USGS","6730500","3090.0","6.54","2013-09-14 05:15","14","05:15","502"
"USGS","6730500","3090.0","6.54","2013-09-14 05:30","14","05:30","503"
"USGS","6730500","3090.0","6.54","2013-09-14 05:45","14","05:45","504"
"USGS","6730500","3090.0","6.54","2013-09-14 06:00","14","06:00","505"
"USGS","6730500","3090.0","6.54","2013-09-14 06:15","14","06:15","506"
"USGS","6730500","3090.0","6.54","2013-09-14 06:30","14","06:30","507"
"USGS","6730500","3090.0","6.54","2013-09-14 06:45","14","06:45","508"
"USGS","6730500","3090.0","6.54","2013-09-14 07:00","14","07:00","509"
"USGS","6730500","3090.0","6.54","2013-09-14 07:15","14","07:15","510"
"USGS","6730500","3090.0","6.54","2013-09-14 07:30","14","07:30","511"
"USGS","6730500","3090.0","6.54","2013-09-14 07:45","14","07:45","512"
"USGS","6730500","3090.0","6.54","2013-09-14 08:00","14","08:00","513"
"USGS","6730500","3090.0","6.54","2013-09-14 08:15","14","08:15","514"
"USGS","6730500","3090.0","6.54","2013-09-14 08:30","14","08:30","515"
"USGS","6730500","3090.0","6.54","2013-09-14 08:45","14","08:45","516"
"USGS","6730500","3090.0","6.54","2013-09-14 09:00","14","09:00","517"
"USGS","6730500","3090.0","6.54","2013-09-14 09:15","14","09:15","518"
"USGS","6730500","3090.0","6.54","2013-09-14 09:30","14","09:30","519"
"USGS","6730500","3090.0","6.54","2013-09-14 09:45","14","09:45","520"
"USGS","6730500","3090.0","6.54","2013-09-14 10:00","14","10:00","521"
"USGS","6730500","3090.0","6.54","2013-09-14 10:15","14","10:15","522"
"USGS","6730500","3090.0","6.54","2013-09-14 10:30","14","10:30","523"
"USGS","6730500","3090.0","6.54","2013-09-14 10:45","14","10:45","524"
"USGS","6730500","3090.0","6.54","2013-09-14 11:00","14","11:00","525"
"USGS","6730500","3090.0","6.54","2013-09-14 11:15","14","11:15","526"
"USGS","6730500","3090.0","6.54","2013-09-14 11:30","14","11:30","527"
"USGS","6730500","3090.0","6.54","2013-09-14 11:45","14","11:45","528"
"USGS","6730500","3090.0","6.54","2013-09-14 12:00","14","12:00","529"
"USGS","6730500","3090.0","6.54","2013-09-14 12:15","14","12:15","530"
"USGS","6730500","3090.0","6.54","2013-09-14 12:30","14","12:30","531"
"USGS","6730500","3090.0","6.54","2013-09-14 12:45","14","12:45","532"
"USGS","6730500","3090.0","6.54","2013-09-14 13:00","14","13:00","533"
"USGS","6730500","3090.0","6.54","2013-09-14 13:15","14","13:15","534"
"USGS","6730500","3090.0","6.54","2013-09-14 13:30","14","13:30","535"
"USGS","6730500","3090.0","6.54","2013-09-14 13:45","14","13:45","536"
"USGS","6730500","3090.0","6.54","2013-09-14 14:00","14","14:00","537"
"USGS","6730500","3090.0","6.54","2013-09-14 14:15","14","14:15","538"
"USGS","6730500","3090.0","6.54","2013-09-14 14:30","14","14:30","539"
"USGS","6730500","3090.0","6.54","2013-09-14 14:45","14","14:45","540"
"USGS","6730500","3090.0","6.54","2013-09-14 15:00","14","15:00","541"
"USGS","6730500","3090.0","6.54","2013-09-14 15:15","14","15:15","542"
"USGS","6730500","3090.0","6.54","2013-09-14 15:30","14","15:30","543"
"USGS","6730500","3070.0","6.53","2013-09-14 15:45","14","15:45","544"
"USGS","6730500","3070.0","6.53","2013-09-14 16:00","14","16:00","545"
